Filename,SegCellCount,NucleiCount,CellID,MandersMOC,Mandersk1,Mandersk2,MandersM1,MandersM2,PearsonCoeff,SumGolATG9,totATG9A,MajorAxisLength,MinorAxisLength,nCell,NucDis,gCell,GolATG9Dis,pCell,nonGolATG9Dis
,,,7,0.535299,0.198796,1.4414,0.76328,0.782232,0.460377,4.423e+06,1.09563e+08,46.8449,34.2025,6,0.207298,1,0.85481,3,9.84077
,,,7,0.623414,0.212986,1.82475,0.833026,0.769863,0.581518,,1.8327e+08,60.3955,32.52,7,1.56942,1,4.59342,3,30.9535
,,,8,0.673,0.0749533,6.04281,0.904074,0.838064,0.627306,,8.80875e+06,15.2089,8.79909,8,,1,2.92246,3,9.83046
,,,,,,,,,,,,,,,,1,7.14705,4,8.31072
,,,,,,,,,,,,,,,,2,,4,1.61486
,,,,,,,,,,,,,,,,3,2.60924,4,7.32673
,,,,,,,,,,,,,,,,3,4.8658,4,5.19273
,,,,,,,,,,,,,,,,3,3.06045,4,18.0421
,,,,,,,,,,,,,,,,3,2.41841,4,14.1601
,,,,,,,,,,,,,,,,3,1.06402,4,19.337
,,,,,,,,,,,,,,,,3,4.02282,4,18.6936
,,,,,,,,,,,,,,,,3,5.79782,5,24.3176
,,,,,,,,,,,,,,,,3,8.60977,6,
,,,,,,,,,,,,,,,,3,10.1903,7,4.80029
,,,,,,,,,,,,,,,,3,10.0061,7,3.61746
,,,,,,,,,,,,,,,,4,1.90609,7,8.92926
,,,,,,,,,,,,,,,,4,4.60829,7,8.15438
,,,,,,,,,,,,,,,,5,5.31434,8,0.129858
,,,,,,,,,,,,,,,,5,8.86187,,
,,,,,,,,,,,,,,,,5,4.49848,,
,,,,,,,,,,,,,,,,5,1.6863,,
,,,,,,,,,,,,,,,,5,0.551945,,
,,,,,,,,,,,,,,,,5,2.95048,,
,,,,,,,,,,,,,,,,5,5.42998,,
,,,,,,,,,,,,,,,,5,4.47082,,
,,,,,,,,,,,,,,,,5,5.6207,,
,,,,,,,,,,,,,,,,5,2.99465,,
,,,,,,,,,,,,,,,,6,1.83622,,
,,,,,,,,,,,,,,,,6,3.06467,,
,,,,,,,,,,,,,,,,6,0.154952,,
,,,,,,,,,,,,,,,,6,7.46951,,
,,,,,,,,,,,,,,,,6,6.08283,,
,,,,,,,,,,,,,,,,6,3.35907,,
,,,,,,,,,,,,,,,,6,4.23118,,
,,,,,,,,,,,,,,,,6,4.2346,,
,,,,,,,,,,,,,,,,6,4.44373,,
,,,,,,,,,,,,,,,,7,5.7736,,
,,,,,,,,,,,,,,,,7,1.28226,,
,,,,,,,,,,,,,,,,7,2.74421,,
,,,,,,,,,,,,,,,,7,1.44033,,
,,,,,,,,,,,,,,,,7,1.36826,,
,,,,,,,,,,,,,,,,7,5.09663,,
,,,,,,,,,,,,,,,,8,,,
ATG9-GolSeg_1Feb22_4019_000_A_NSW4019_TGN46-4888_ATG9-647_B_60X_010.nd2,7,6,1,0.650857,0.224679,1.88543,0.91544,0.768587,0.599153,9.5851e+06,1.03767e+08,52.5496,31.0876,1,0.104753,1,8.40409,1,12.3727
,,,2,0.667099,0.198596,2.24083,0.954262,0.863075,0.566938,1.32203e+07,7.02027e+07,39.0228,24.5063,2,2.4845,1,0.245175,1,16.7956
,,,3,0.703159,0.299701,1.64976,0.943855,0.8902,0.646974,1.78209e+06,3.12165e+07,29.0143,21.2186,3,,1,1.41068,1,20.8564
,,,4,0.62561,0.254313,1.539,0.925853,0.882084,0.537978,2.98292e+06,6.39981e+07,42.8279,25.8083,4,1.3306,1,0.490951,1,21.7366
,,,5,0.667302,0.280158,1.58943,0.877552,0.850066,0.615689,8.32886e+06,5.78369e+07,43.8024,29.5473,5,0.0543461,2,4.28171,1,14.3925
,,,6,0.602021,0.21479,1.68736,0.867457,0.861189,0.524585,7.86982e+06,7.00189e+07,38.7637,29.7217,6,1.56816,2,4.12341,1,9.57916
,,,7,0.628678,0.205407,1.92416,0.932964,0.846211,0.528758,7.95029e+06,7.13575e+07,43.8883,25.31,7,1.58969,2,3.2124,1,21.0187
,,,,,,,,,,,,,,,,2,3.41448,1,6.7582
,,,,,,,,,,,,,,,,2,3.09161,1,8.73791
,,,,,,,,,,,,,,,,2,6.00449,2,14.2002
,,,,,,,,,,,,,,,,3,5.24105,2,15.7648
,,,,,,,,,,,,,,,,3,8.89876,2,11.9331
,,,,,,,,,,,,,,,,3,1.57366,2,9.63596
,,,,,,,,,,,,,,,,3,7.02267,2,5.98116
,,,,,,,,,,,,,,,,3,8.50438,2,6.23042
,,,,,,,,,,,,,,,,4,4.02566,2,6.55038
,,,,,,,,,,,,,,,,4,2.99888,2,8.42071
,,,,,,,,,,,,,,,,4,1.04974,3,2.23806
,,,,,,,,,,,,,,,,4,1.25719,3,4.2794
,,,,,,,,,,,,,,,,5,11.794,3,3.3492
,,,,,,,,,,,,,,,,5,5.6124,3,6.53336
,,,,,,,,,,,,,,,,5,4.73147,4,
,,,,,,,,,,,,,,,,6,6.28913,5,12.5444
,,,,,,,,,,,,,,,,6,3.285,5,11.9692
,,,,,,,,,,,,,,,,6,4.51896,6,8.77651
,,,,,,,,,,,,,,,,6,3.73178,7,13.132
,,,,,,,,,,,,,,,,6,5.8952,7,11.9634
,,,,,,,,,,,,,,,,7,9.47033,7,13.9157
,,,,,,,,,,,,,,,,7,5.93938,7,17.8271
,,,,,,,,,,,,,,,,7,1.4643,7,8.73594
,,,,,,,,,,,,,,,,7,5.46798,7,8.5403
,,,,,,,,,,,,,,,,7,3.31305,7,8.32087
,,,,,,,,,,,,,,,,7,5.16155,7,9.34324
ATG9-GolSeg_1Feb22_4019_000_A_NSW4019_TGN46-4888_ATG9-647_B_60X_011_crop.nd2,6,6,1,0.694734,0.342784,1.40804,0.795902,0.805957,0.665121,1.48843e+07,9.00291e+07,51.3374,34.4755,1,0.25873,1,0.733815,1,
,,,2,0.642593,0.23918,1.72642,0.822597,0.819149,0.587928,1.17273e+07,8.0256e+07,47.0297,29.8507,2,0.865708,1,0.406552,2,13.0975
,,,3,0.698766,0.265739,1.83741,0.838192,0.830649,0.661023,3.25363e+07,8.1879e+07,44.6936,30.1456,3,0.777746,2,0.180766,2,11.9622
,,,4,0.673467,0.258739,1.75296,0.813886,0.830021,0.637613,1.32116e+06,9.86661e+07,49.8886,28.1571,4,0.471303,3,1.33289,2,3.86177
,,,5,0.578172,0.354428,0.943162,0.926092,0.844745,0.502307,6.29216e+06,9.22973e+07,54.0322,36.14,5,1.21631,3,3.23535,2,15.8409
,,,6,0.570232,0.329705,0.986226,0.900149,0.850351,0.490151,,8.46857e+07,44.9419,43.9094,6,1.0016,3,1.50211,3,5.46015
,,,,,,,,,,,,,,,,3,1.66124,4,18.4129
,,,,,,,,,,,,,,,,3,0.200139,4,16.7708
,,,,,,,,,,,,,,,,3,6.10336,4,9.3987
,,,,,,,,,,,,,,,,4,0.0850475,4,5.44697
,,,,,,,,,,,,,,,,4,3.93644,4,8.45068
,,,,,,,,,,,,,,,,5,10.1206,4,5.8856
,,,,,,,,,,,,,,,,5,10.8023,4,10.4358
,,,,,,,,,,,,,,,,5,9.28641,5,9.50477
,,,,,,,,,,,,,,,,5,10.68,5,13.0152
,,,,,,,,,,,,,,,,5,7.0571,5,15.0737
,,,,,,,,,,,,,,,,5,5.80494,5,23.5415
,,,,,,,,,,,,,,,,5,4.79334,6,14.4642
,,,,,,,,,,,,,,,,5,6.57803,6,12.7371
,,,,,,,,,,,,,,,,5,5.89782,6,21.8331
,,,,,,,,,,,,,,,,5,6.91434,,
,,,,,,,,,,,,,,,,5,8.12776,,
,,,,,,,,,,,,,,,,6,,,
ATG9-GolSeg_1Feb22_4019_000_A_NSW4019_TGN46-4888_ATG9-647_B_60X_012.nd2,4,4,1,0.644253,0.245943,1.68764,0.88054,0.784349,0.566995,6.19233e+06,5.74213e+07,34.6818,26.2304,1,1.67428,1,1.59488,1,
,,,2,0.603437,0.223348,1.63035,0.880259,0.806585,0.522432,5.83863e+06,8.68738e+07,52.0778,27.1705,2,1.08508,2,1.69437,2,0.892593
,,,3,0.618744,0.196918,1.94418,0.890785,0.798078,0.528812,5.09133e+06,8.67521e+07,39.5288,32.3601,3,0.706018,2,1.9203,2,1.63731
,,,4,0.689508,0.370616,1.28279,0.916316,0.799851,0.638657,8.00497e+06,6.8131e+07,39.0253,27.9473,4,0.91649,2,3.9978,2,20.0904
,,,,,,,,,,,,,,,,3,4.78564,2,21.2018
,,,,,,,,,,,,,,,,3,4.45719,2,22.0111
,,,,,,,,,,,,,,,,3,2.27547,2,23.2504
,,,,,,,,,,,,,,,,3,1.80034,3,2.5324
,,,,,,,,,,,,,,,,3,0.67951,3,5.99764
,,,,,,,,,,,,,,,,3,2.06279,3,2.09091
,,,,,,,,,,,,,,,,4,6.07524,3,6.24636
,,,,,,,,,,,,,,,,4,5.56793,3,7.25941
,,,,,,,,,,,,,,,,4,0.486882,4,
,,,,,,,,,,,,,,,,4,3.91586,,
,,,,,,,,,,,,,,,,4,4.01789,,
,,,,,,,,,,,,,,,,4,3.11551,,
,,,,,,,,,,,,,,,,4,1.85631,,
ATG9-GolSeg_1Feb22_4019_000_A_NSW4019_TGN46-4888_ATG9-647_B_60X_013.nd2,7,6,1,0.732353,0.223259,2.40232,0.819573,0.773059,0.711503,883092,1.30732e+08,47.7339,31.3511,1,0.719672,1,0.864589,1,4.15443
,,,2,0.681048,0.214373,2.16365,0.847618,0.798161,0.646811,3.73255e+06,1.17187e+08,46.8268,28.8531,2,0.710624,2,4.05868,1,2.01025
,,,4,0.514331,0.171193,1.54526,0.779911,0.695772,0.444168,2.33826e+07,2.99069e+07,30.3715,17.952,3,1.06928,2,0.674118,1,4.93482
,,,5,0.724052,0.351187,1.4928,0.914984,0.848779,0.685187,3.44509e+06,4.98118e+07,35.1861,22.3974,4,,3,,1,6.83789
,,,6,0.714794,0.227074,2.25006,0.838378,0.792968,0.682212,4.95492e+06,8.65072e+07,48.5036,26.996,5,1.30871,4,8.05551,1,9.11099
,,,7,0.67818,0.250235,1.83798,0.922363,0.854248,0.594742,4.05939e+06,9.50452e+07,50.3194,28.4865,6,2.52908,4,3.11567,1,7.90163
,,,7,0.675422,0.271274,1.68168,0.960532,0.794195,0.566634,,8.76737e+07,49.7383,25.2437,7,2.36416,4,6.60852,1,3.5931
,,,,,,,,,,,,,,,,4,6.68833,2,5.37044
,,,,,,,,,,,,,,,,4,6.67278,2,2.62098
,,,,,,,,,,,,,,,,4,4.12357,2,4.37628
,,,,,,,,,,,,,,,,4,4.14002,2,13.3828
,,,,,,,,,,,,,,,,5,1.48678,3,
,,,,,,,,,,,,,,,,5,7.04221,4,
,,,,,,,,,,,,,,,,6,7.06162,5,4.23407
,,,,,,,,,,,,,,,,6,4.80636,5,3.72383
,,,,,,,,,,,,,,,,6,7.0034,5,5.21992
,,,,,,,,,,,,,,,,6,7.87894,6,17.8056
,,,,,,,,,,,,,,,,6,9.63667,7,11.6951
,,,,,,,,,,,,,,,,6,9.84374,,
,,,,,,,,,,,,,,,,7,6.8582,,
,,,,,,,,,,,,,,,,7,8.15787,,
,,,,,,,,,,,,,,,,7,5.72174,,
ATG9-GolSeg_1Feb22_4019_000_A_NSW4019_TGN46-4888_ATG9-647_B_60X_014_crop.nd2,2,2,1,0.626226,0.284747,1.37722,0.752124,0.801864,0.586622,4.74984e+06,1.12979e+08,75.8395,37.9913,1,1.7344,1,2.75805,1,33.6793
,,,2,0.672002,0.349684,1.29141,0.855028,0.868891,0.622221,2.12185e+07,1.00305e+08,59.4035,40.1677,2,1.72719,1,1.71345,1,35.6155
,,,,,,,,,,,,,,,,1,5.10034,2,24.71
,,,,,,,,,,,,,,,,1,10.6523,2,21.2318
,,,,,,,,,,,,,,,,2,7.67316,,
,,,,,,,,,,,,,,,,2,9.88361,,
,,,,,,,,,,,,,,,,2,7.37545,,
,,,,,,,,,,,,,,,,2,5.2,,
,,,,,,,,,,,,,,,,2,4.31326,,
,,,,,,,,,,,,,,,,2,5.34482,,
,,,,,,,,,,,,,,,,2,7.33482,,
,,,,,,,,,,,,,,,,2,5.65347,,
,,,,,,,,,,,,,,,,2,1.69903,,
,,,,,,,,,,,,,,,,2,7.50836,,
,,,,,,,,,,,,,,,,2,10.854,,
,,,,,,,,,,,,,,,,2,5.17326,,
,,,,,,,,,,,,,,,,2,9.30795,,
,,,,,,,,,,,,,,,,2,10.3059,,
ATG9-GolSeg_1Feb22_4019_000_A_NSW4019_TGN46-4888_ATG9-647_B_60X_015.nd2,6,6,1,0.444502,0.132695,1.489,0.839898,0.779292,0.3668,1.09897e+07,1.58555e+08,71.9733,27.989,1,2.66353,1,3.06363,1,33.7405
,,,2,0.54823,0.152382,1.97238,0.830229,0.769668,0.467889,1.58733e+07,1.322e+08,51.7254,34.9258,2,1.42197,1,4.92278,1,9.02335
,,,3,0.671679,0.196327,2.29797,0.938162,0.871671,0.607441,2.24141e+07,1.05396e+08,47.5401,28.4646,3,2.15146,1,6.85387,1,10.864
,,,4,0.659405,0.212535,2.04585,0.956841,0.735555,0.595263,6.04304e+06,9.18698e+07,37.9337,30.4457,4,1.55868,1,5.25415,1,11.9156
,,,5,0.64082,0.194715,2.10898,0.947144,0.86,0.556796,5.87773e+06,1.08051e+08,40.1262,30.6401,5,2.17649,1,6.95015,1,11.0545
,,,6,0.664941,0.217839,2.02969,0.948454,0.849706,0.581636,8.58089e+06,8.14452e+07,41.2455,23.8705,6,1.98236,2,6.45103,1,9.52464
,,,,,,,,,,,,,,,,2,3.60222,1,14.3307
,,,,,,,,,,,,,,,,2,0.812202,1,8.73045
,,,,,,,,,,,,,,,,2,1.95329,1,8.89635
,,,,,,,,,,,,,,,,2,10.0664,1,11.1317
,,,,,,,,,,,,,,,,3,5.6622,1,5.48583
,,,,,,,,,,,,,,,,3,9.46959,1,1.26923
,,,,,,,,,,,,,,,,3,3.71746,1,7.93715
,,,,,,,,,,,,,,,,3,6.78175,1,2.75608
,,,,,,,,,,,,,,,,3,6.44434,1,4.38263
,,,,,,,,,,,,,,,,3,4.057,1,3.7861
,,,,,,,,,,,,,,,,3,5.67498,1,32.9545
,,,,,,,,,,,,,,,,3,5.31596,2,11.4276
,,,,,,,,,,,,,,,,3,1.38207,2,8.47669
,,,,,,,,,,,,,,,,3,0.951749,2,11.2952
,,,,,,,,,,,,,,,,3,4.20753,2,10.0744
,,,,,,,,,,,,,,,,3,4.60064,3,20.263
,,,,,,,,,,,,,,,,3,4.5962,3,21.6332
,,,,,,,,,,,,,,,,3,6.41809,3,18.7604
,,,,,,,,,,,,,,,,4,1.61623,3,20.3095
,,,,,,,,,,,,,,,,4,2.2756,3,16.3755
,,,,,,,,,,,,,,,,4,4.98465,3,2.24425
,,,,,,,,,,,,,,,,4,4.03411,3,9.97956
,,,,,,,,,,,,,,,,5,4.35118,3,10.6206
,,,,,,,,,,,,,,,,5,2.40213,4,4.67293
,,,,,,,,,,,,,,,,5,1.27685,4,3.64836
,,,,,,,,,,,,,,,,5,7.07824,4,6.55157
,,,,,,,,,,,,,,,,5,4.60136,4,15.5867
,,,,,,,,,,,,,,,,5,4.38285,4,13.3752
,,,,,,,,,,,,,,,,5,6.18709,4,3.47055
,,,,,,,,,,,,,,,,5,10.4261,5,13.3241
,,,,,,,,,,,,,,,,6,8.01748,5,15.3813
,,,,,,,,,,,,,,,,6,5.75344,5,14.8733
,,,,,,,,,,,,,,,,6,8.66091,5,8.28469
,,,,,,,,,,,,,,,,6,6.5096,5,8.74592
,,,,,,,,,,,,,,,,6,6.60732,5,8.41216
,,,,,,,,,,,,,,,,6,2.30921,5,7.25467
,,,,,,,,,,,,,,,,6,6.62087,5,10.3632
,,,,,,,,,,,,,,,,6,5.05887,5,13.7691
,,,,,,,,,,,,,,,,,,5,13.7145
,,,,,,,,,,,,,,,,,,5,8.78066
,,,,,,,,,,,,,,,,,,5,8.0577
,,,,,,,,,,,,,,,,,,5,7.90253
,,,,,,,,,,,,,,,,,,5,9.14618
,,,,,,,,,,,,,,,,,,6,9.4434
,,,,,,,,,,,,,,,,,,6,3.93387
,,,,,,,,,,,,,,,,,,6,3.17006
,,,,,,,,,,,,,,,,,,6,7.76957
,,,,,,,,,,,,,,,,,,6,8.93258
,,,,,,,,,,,,,,,,,,6,10.1468
,,,,,,,,,,,,,,,,,,6,13.9239
,,,,,,,,,,,,,,,,,,6,7.33644
,,,,,,,,,,,,,,,,,,6,13.6911
,,,,,,,,,,,,,,,,,,6,14.8056
,,,,,,,,,,,,,,,,,,6,17.8837
ATG9-GolSeg_1Feb22_4019_000_C_NSW4019_TGN46-4888_ATG9-647_B_60X_002.nd2,4,4,1,0.564161,0.16758,1.89925,0.871528,0.846535,0.462634,9.24688e+06,8.46576e+07,41.9554,28.6475,1,1.82422,1,3.01112,1,5.76141
,,,2,0.559532,0.24825,1.26113,0.907986,0.850122,0.464654,1.06712e+07,6.69904e+07,42.5748,26.7474,2,1.66288,1,2.3135,1,8.34637
,,,3,0.576467,0.279096,1.19068,0.951054,0.886328,0.489756,9.71741e+06,7.01181e+07,37.1818,25.65,3,1.73823,1,5.37105,1,4.64143
,,,4,0.580948,0.346483,0.974076,0.913692,0.888039,0.507007,9.34919e+06,6.80485e+07,42.6959,26.5407,4,1.61772,1,8.8225,1,10.351
,,,,,,,,,,,,,,,,1,5.21131,1,11.2476
,,,,,,,,,,,,,,,,2,2.3759,2,4.80441
,,,,,,,,,,,,,,,,2,4.8916,2,9.40231
,,,,,,,,,,,,,,,,2,7.69602,2,22.438
,,,,,,,,,,,,,,,,2,8.26408,2,22.7441
,,,,,,,,,,,,,,,,2,2.67521,3,13.1775
,,,,,,,,,,,,,,,,2,6.16342,3,10.1678
,,,,,,,,,,,,,,,,2,6.7743,3,8.0841
,,,,,,,,,,,,,,,,2,8.46979,3,12.1693
,,,,,,,,,,,,,,,,3,10.7497,3,6.57747
,,,,,,,,,,,,,,,,3,2.64225,3,12.8017
,,,,,,,,,,,,,,,,3,7.60547,3,8.19828
,,,,,,,,,,,,,,,,3,5.54529,3,13.5602
,,,,,,,,,,,,,,,,3,7.17173,3,9.54664
,,,,,,,,,,,,,,,,3,1.79156,3,16.1329
,,,,,,,,,,,,,,,,3,3.37971,3,18.2559
,,,,,,,,,,,,,,,,3,0.92775,4,2.31447
,,,,,,,,,,,,,,,,3,4.57678,,
,,,,,,,,,,,,,,,,4,6.78845,,
,,,,,,,,,,,,,,,,4,5.48889,,
,,,,,,,,,,,,,,,,4,3.78489,,
,,,,,,,,,,,,,,,,4,2.4335,,
,,,,,,,,,,,,,,,,4,10.1748,,
,,,,,,,,,,,,,,,,4,8.71168,,
,,,,,,,,,,,,,,,,4,2.46451,,
,,,,,,,,,,,,,,,,4,4.13767,,
,,,,,,,,,,,,,,,,4,7.19254,,
,,,,,,,,,,,,,,,,4,3.29176,,
,,,,,,,,,,,,,,,,4,4.83884,,
,,,,,,,,,,,,,,,,4,5.97916,,
,,,,,,,,,,,,,,,,4,2.63322,,
,,,,,,,,,,,,,,,,4,4.11793,,
,,,,,,,,,,,,,,,,4,6.87291,,
ATG9-GolSeg_1Feb22_4019_000_C_NSW4019_TGN46-4888_ATG9-647_B_60X_004.nd2,8,6,1,0.513039,0.240636,1.09381,0.838125,0.823373,0.424319,2.77671e+06,5.09889e+07,32.3128,30.0031,1,1.23779,1,6.20721,1,
,,,2,0.547526,0.184392,1.6258,0.889028,0.841527,0.452969,1.79337e+07,6.30076e+07,34.6244,28.3402,2,0.322087,2,5.24204,2,5.37548
,,,3,0.635617,0.137731,2.93332,0.81441,0.822624,0.594589,1.07805e+07,7.21247e+07,38.3138,24.9313,3,1.25826,2,7.36575,2,6.75772
,,,4,0.582475,0.189934,1.78629,0.856212,0.835576,0.515199,1.30469e+07,6.87266e+07,40.6522,24.2642,4,1.73669,2,0.295396,2,8.44352
,,,5,0.600335,0.313073,1.15118,0.854576,0.814223,0.557035,5.5965e+06,6.53691e+07,41.3139,34.8542,5,0.876338,2,1.73982,2,4.87391
,,,6,0.498598,0.258623,0.961244,0.741087,0.729836,0.44964,1.64868e+06,1.47949e+07,23.2063,17.6507,6,,3,13.123,2,3.5983
,,,8,0.407846,0.0984672,1.68928,0.715104,0.61839,0.300095,5.26917e+06,1.82267e+07,30.361,18.2658,7,0.379913,3,1.88744,2,8.49109
,,,8,0.677196,0.392702,1.16779,0.918242,0.874514,0.632909,,3.63561e+07,36.2598,28.8658,8,,3,1.09117,2,12.9229
,,,,,,,,,,,,,,,,4,4.39489,2,11.4265
,,,,,,,,,,,,,,,,4,1.77618,3,16.379
,,,,,,,,,,,,,,,,4,3.15911,3,15.1396
,,,,,,,,,,,,,,,,4,3.80902,3,5.16649
,,,,,,,,,,,,,,,,4,1.63195,4,6.73572
,,,,,,,,,,,,,,,,5,3.83265,4,15.0184
,,,,,,,,,,,,,,,,5,3.60828,5,8.7549
,,,,,,,,,,,,,,,,5,3.9279,6,
,,,,,,,,,,,,,,,,5,4.35284,7,
,,,,,,,,,,,,,,,,6,7.94409,8,
,,,,,,,,,,,,,,,,7,,,
,,,,,,,,,,,,,,,,8,9.36611,,
,,,,,,,,,,,,,,,,8,5.44565,,
,,,,,,,,,,,,,,,,8,6.72011,,
,,,,,,,,,,,,,,,,8,5.19708,,
ATG9-GolSeg_1Feb22_4019_000_C_NSW4019_TGN46-4888_ATG9-647_B_60X_005_crop.nd2,4,4,1,0.571917,0.152733,2.14157,0.770688,0.799183,0.506007,1.12369e+07,8.5643e+07,47.5075,32.1935,1,0.800415,1,1.76403,1,7.146
,,,2,0.608953,0.240001,1.54509,0.841657,0.84668,0.532016,1.17859e+06,6.59586e+07,55.1911,25.1153,2,0.509385,1,4.16483,1,1.75905
,,,3,0.486469,0.239892,0.986492,0.831643,0.851086,0.40513,7.30648e+06,1.18061e+08,47.5211,42.5222,3,0.903221,1,5.77567,1,7.6836
,,,4,0.569043,0.191543,1.69054,0.829821,0.786971,0.485816,9.93067e+06,9.5239e+07,50.6873,31.932,4,1.4824,1,1.47532,1,11.2322
,,,,,,,,,,,,,,,,1,0.133244,1,9.98788
,,,,,,,,,,,,,,,,1,2.22205,2,
,,,,,,,,,,,,,,,,1,6.10961,3,8.53828
,,,,,,,,,,,,,,,,2,5.0817,3,10.3699
,,,,,,,,,,,,,,,,2,6.10109,4,9.40532
,,,,,,,,,,,,,,,,3,6.72507,,
,,,,,,,,,,,,,,,,3,7.24987,,
,,,,,,,,,,,,,,,,3,5.10061,,
,,,,,,,,,,,,,,,,3,1.85321,,
,,,,,,,,,,,,,,,,3,6.37907,,
,,,,,,,,,,,,,,,,3,11.6167,,
,,,,,,,,,,,,,,,,3,9.0013,,
,,,,,,,,,,,,,,,,3,10.4283,,
,,,,,,,,,,,,,,,,3,7.11339,,
,,,,,,,,,,,,,,,,3,5.60771,,
,,,,,,,,,,,,,,,,4,4.43676,,
,,,,,,,,,,,,,,,,4,2.46085,,
,,,,,,,,,,,,,,,,4,1.82466,,
